house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status
2 BHK Apartment ,638 sq ft,Moshi,Pune,18.68013573,73.83243561,16000,INR,2,1,null,null,Posted 2 days ago,"Itâs a 2 bhk multistorey apartment situated in GK Developers Pune St Kanwarram Palacio Phase 2, Moshi. It has area of 638 sqft and is available at a rent of Rs. 16,000. It is an unfurnished property. It is located on the 7th floor(out of a total of 14 floor(s)). It has lift available as well as closed car parking. The project also has full power backup and rain water harvesting. It has 2 bathrooms and 1 balcony. The society is well connected by different modes of transportation. "," 25,000",Unfurnished
3 BHK Apartment ,"1,000 sq ft",Moshi,Pune,18.67595482,73.84246063,22000,INR,2,2,null,null,Posted 2 days ago,"It has a built-up area of 1000 sqft and is available for rent at Rs. 22,000 per month . It is an unfurnished property. It has atm. Other amenities include school, cafeteria, shopping mall, indoor games, rain water harvesting, hospital, 24 x 7 security, jogging track and staff quarter. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. "," 50,000",Unfurnished
2 BHK Apartment ,785 sq ft,Moshi,Pune,18.68356895,73.83739471,15000,INR,2,null,null,null,Posted 2 days ago,"Itâs a 2 bhk multistorey apartment situated in Bhandari Associates Swaraj, Moshi, Pune. It has an area of 785 sqft . The property is available at a monthly rental of Rs. 15,000 . It is an unfurnished property. Itâs on 7th floor out of 14 floors building. It has open car parking as well as lift available. The project also has hospital, club house, gymnasium, children's play area, staff quarter, 24 x 7 security, school and shopping mall. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact for more details. "," 25,000",Unfurnished
2 BHK Apartment ,850 sq ft,Moshi,Pune,18.67791176,73.83702087,16000,INR,2,2,null,null,Posted 2 days ago,The house is semi-furnished. It is on 7th floor. The building has a total of 14 floor(s). The property has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is well connected to the city areas. Kindly call us for details. ," 30,000",Semi-Furnished
2 BHK Apartment ,980 sq ft,Dhanori,Pune,18.60419464,73.90248871,22000,INR,2,2,null,null,Posted an hour ago,"ready to move in in 2.5 bhk available in ganga new town.
Best in location and locality. It has all the modern amenities.
Including power back up in life and common area.
24 hours water supply and security.
Close to dhanori main market.
Viman nagar and yerwada are just 15 to 25 minutes away call to visit the flat."," 60,000",Unfurnished
2 BHK Apartment ,900 sq ft,Dhanori,Pune,18.59660149,73.9058609,25000,INR,2,2,null,null,Posted an hour ago,"A spacious 2 bhk multistorey apartment is available for rental in Choice Group Golden City, Dhanori, Pune. It is an unfurnished property. It is on 6th floor. The building has a total of 7 floor(s). It has children's play area. Other amenities include water storage, 24 x 7 security, maintenance staff, lift available, staff quarter, jogging track, rain water harvesting, car parking and lift(s). It is facing west direction. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. "," 60,000",Unfurnished
2 BHK Apartment ,833 sq ft,Lohegaon,Pune,18.60496521,73.91372681,20000,INR,2,null,null,null,Posted an hour ago,"It has an area of 833 sqft with a carpet area of 641 sqft . The property is available at a monthly rental of Rs. 20,000 . The house is unfurnished. Itâs on 4th floor out of 10 floors building. It has closed car parking. Other amenities include jogging track, gymnasium, landscaped gardens, club house, car parking, children's play area, intercom, cctv and 24 x 7 security. It is west facing property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact for more details. "," 50,000",Unfurnished
2 BHK Apartment ,870 sq ft,Dhanori,Pune,18.60161972,73.903862,18000,INR,2,null,null,null,Posted an hour ago,"Itâs a 2 bhk multistorey apartment situated in Excellaa Chesterfield Wing A And Wing B, Dhanori, Pune. It has an area of 870 sqft with a carpet area of 640 sqft . The property is available at a monthly rental of Rs. 18,000 . The house is unfurnished. It is on the 6th floor of the building (total number of floors are 10). It has 24 x 7 security. Other amenities include rain water harvesting, car parking, gymnasium, jogging track, swimming pool, club house, shopping mall, children's play area and sports facility. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact us for more details. "," 50,000",Unfurnished
2 BHK Apartment ,911 sq ft,Dhanori,Pune,18.60257339,73.90667725,23000,INR,2,null,null,null,Posted an hour ago,"A 2 bhk property is available for rental in Krisna Nirmaan Skyscraper Amorapolis B Wing, Dhanori, Pune. It has area of 911 sqft and is available at a rent of Rs. 23,000. Itâs on 7th floor out of 13 floors building. It has power_backup. Other amenities include swimming_pool, intercom, internet/wi-fi, lift_available, children's_play_area, gymnasium, closed car parking, multipurpose room and cctv. It is well connected to the city areas. Contact us for more details. "," 60,000",Unfurnished
2 BHK Apartment ,"1,120 sq ft",Viman Nagar,Pune,18.57149506,73.90843201,36000,INR,2,1,null,null,Posted 3 years ago,," 1,00,000",Furnished
1 BHK Apartment ,610 sq ft,Tingre Nagar,Pune,18.57764816,73.88939667,12000,INR,1,1,null,null,Posted 3 years ago,," 30,000",Unfurnished
2 BHK Apartment ,"1,020 sq ft",Dhayari,Pune,18.4590683,73.8214798,16000,INR,2,2,Negotiable,null,Posted 4 years ago,," 50,000",Semi-Furnished
3 BHK Apartment ,"1,654 sq ft",Wagholi,Pune,18.57997322,73.9730072,16000,INR,2,2,null,null,Posted a year ago,," 60,000",Unfurnished
4 BHK Independent Floor ,"6,000 sq ft",Erandavana,Pune,18.50859451,73.83171844,400000,INR,6,1,Negotiable,null,Posted a year ago,"A spacious 4 bhk builder floor is available for rental in Erandavana, Pune. It has area of 6000 sqft and is available at a rent of Rs. 4.00 lac. The property has 6 bathrooms and 1 balcony. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Contact us for more details. "," 15,00,000",Unfurnished
2 BHK Apartment ,"1,160 sq ft",Kharadi,Pune,18.56027794,73.94487762,32000,INR,2,null,Negotiable,null,Posted a year ago,"It has an area of 1160 sqft . The property is available at a monthly rental of Rs. 32,000 (negotiable ). It is an unfurnished property. Itâs on 5th floor out of 12 floors building. It has staff quarter as well as internet/wi-fi. The project also has gymnasium, water storage, hospital, indoor games, car parking, jogging track, visitor parking and lift available. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Contact us for more details. "," 1,00,000",Unfurnished
3 BHK Apartment ,"1,565 sq ft",Kharadi,Pune,18.56027794,73.94487762,50000,INR,3,null,Negotiable,null,Posted a year ago,"It has area of 1565 sqft and is available at a rent of Rs. 50,000. Furnishings include 3 wardrobe, 1 gas connection, 3 bed and 1 modular kitchen. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. "," 1,50,000",Semi-Furnished
1 BHK Apartment ,600 sq ft,Kothrud,Pune,18.50429916,73.80525208,14000,INR,1,null,null,null,Posted 6 months ago,"A spacious 1 bhk multistorey apartment is available for rental in Kothrud, Pune. It has a built-up area of 600 sqft and is available for rent at Rs. 14,000 per month . It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact for more details. "," 30,000",Unfurnished
2 BHK Apartment ,"1,050 sq ft",Shindenagar,Pune,18.51321411,73.78190613,21000,INR,1,1,Negotiable,null,Posted 5 months ago,"Spacious semi furnished 2 Bhk Flat on Rent at Bavdhan, Behind Jogeshwari Misal. Near Maratha Mandir.

Spacious flat with covered Parking & covered terrace. Separate dining space.
Sofa, Dining Table, Wardrobe, study table, etc., 
children's Play Area, Ganesh Temple within the Colony. 
2 Minute Walk from Chandni Chowk.

Banks, ATMâs, Medical Shops, Hospitals, Restaurants, Malls, Bus Stop, Rickshaw Stand, Mandir Etc., Within Walkable Distance.
Open for family & working bachelors
For This & Many More Options, Pls Call"," 40,000",Semi-Furnished
2 BHK Apartment ,970 sq ft,Kharadi,Pune,18.55815697,73.9512558,30000,INR,2,1,Negotiable,null,Posted 5 months ago,"Itâs a 2 bhk multistorey apartment situated in Eklavya Builders Skylark, Kharadi, Pune. It has an area of 970 sqft with a carpet area of 720 sqft . The property is available at a monthly rental of Rs. 30,000 (negotiable ). The house is semi-furnished. It is located on the 4th floor(out of a total of 6 floor(s)). It has cctv as well as rain water harvesting. The project also has power backup, children's_play_area, gymnasium, lift available, ro water system, fire sprinklers, swimming pool and car_parking. It is facing west direction. It has 2 bathrooms and 1 balcony. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. "," 60,000",Semi-Furnished
2 BHK Apartment ,"1,063 sq ft",Kharadi,Pune,18.55397987,73.95217133,34000,INR,2,2,Negotiable,null,Posted 5 months ago,"A 2 bhk property is available for rental in Gera Developments Park View, Kharadi, Pune. It has an area of 1063 sqft . The property is available at a monthly rental of Rs. 34,000 (negotiable ). The house is semi-furnished. It is on 7th floor. The building has a total of 15 floor(s). It has car parking as well as gymnasium. The project also has staff quarter, hospital, jogging track, atm, lift available, 24 x 7 security, shopping mall and rain water harvesting. Its main door is facing east direction. The property has 2 bathrooms and 2 balconies. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. "," 75,000",Semi-Furnished
3 BHK Apartment ,"1,600 sq ft",Kharadi,Pune,18.56027794,73.94487762,55000,INR,3,null,Negotiable,null,Posted 5 months ago,"Besides great specifications and facilities, this apartment is also benefited with easy and fast access to prime resources and neighbouring areas. It is located at a distance of 500m from the Reliance Mart.Airport Within a radius of 3km, you can find several famous schools whereas the hospitals can be found within 1km distance. To get any monetary assistance, you can access banks and ATMs within a sniffing distance of 200m",No Deposit,Furnished
2 BHK Apartment ,917 sq ft,Baner,Pune,18.5649147,73.77024078,21000,INR,2,null,null,null,Posted 5 months ago,"A spacious 2 bhk multistorey apartment is available for rental in Shroff Supriya Sankul, Baner, Pune. It has an area of 917 sqft . The property is available at a monthly rental of Rs. 21,000 . It is a semi-furnished property. It is on 7th floor. The building has a total of 7 floor(s). It has jogging track as well as swimming pool. The project also has gymnasium, maintenance staff, power backup, 24 x 7 security, club house, children's play area and lift available. It is northeast facing property. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. "," 50,000",Semi-Furnished
1 BHK Apartment ,650 sq ft,Warje,Pune,18.48751831,73.80006409,18000,INR,1,1,Negotiable,null,Posted 2 months ago,"â¢Lavish 1 bhk flat 
â¢â¢balcony
â¢ 24 hours security
â¢â¢Lift available
â¢24 hours water supply
â¢â¢Nice Flat view
â¢â¢Any details call. Me
(SAIRAM ESTSTE AGENCY)"," 40,000",Unfurnished
2 BHK Apartment ,"1,100 sq ft",Hinjewadi,Pune,18.59614182,73.73965454,25000,INR,2,2,null,null,Posted 2 months ago,"Itâs a 2 bhk multistorey apartment situated in Saarrthi Group Savvy Homes, Hinjewadi. It has a built-up area of 1100 sqft and is available for rent at Rs. 25,000 per month . It is a semi-furnished property. Itâs on 4th floor out of 14 floors building. It has club house. Other amenities include sports facility, internet/wi-fi, indoor games, cctv, cafeteria, 24 x 7 security, multipurpose room, fire sprinklers and shopping mall. Its main door is facing east direction. It has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. "," 65,000",Semi-Furnished
1 BHK Apartment ,720 sq ft,Sus,Pune,18.56287003,73.75579071,16000,INR,1,null,Negotiable,null,Posted a month ago,"It has a built-up area of 720 sqft and is available for rent at Rs. 16,000 per month (negotiable). The house is unfurnished. It is on 3rd floor. The building has a total of 4 floor(s). It has cctv. Other amenities include 24 x 7 security, maintenance staff, power backup, rain water harvesting, car parking, lift available, intercom and children's play area. It is west facing property. The society is well connected by different modes of transportation. Contact us for more details. "," 40,000",Unfurnished
2 BHK Apartment ,944 sq ft,Sus,Pune,18.56287003,73.75579071,20000,INR,2,null,Negotiable,null,Posted a month ago,"It has a built-up area of 944 sqft and is available for rent at Rs. 20,000 per month (negotiable). It has car parking. Other amenities include rain water harvesting, maintenance staff, children's play area, cctv, intercom, 24 x 7 security, lift available and power backup. Its main door is facing east direction. It is well connected to the city areas. If you are interested, please contact us for more details. "," 50,000",Unfurnished
2 BHK Apartment ,"1,085 sq ft",Baner,Pune,18.56068611,73.77831268,27000,INR,2,2,Negotiable,null,Posted a month ago,Itâs a 2 bhk multistorey apartment situated in Baner. The house is unfurnished. It is on 2nd floor. The building has a total of 7 floor(s). The property has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ," 60,000",Unfurnished
1 BHK Apartment ,513 sq ft,Dhanori,Pune,18.60161972,73.89728546,14000,INR,1,null,null,null,Posted 24 days ago,"It's 1bhk flat in magnum Society on dhaniri road, spacious living room and bedroom and kitchen with modular set up, flat having allowed car parking.vaastu compliant flat, This society having all modern amenities and facilities near to like shop, school, ATM, stops"," 30,000",Unfurnished
1 BHK Apartment ,690 sq ft,Charholi Budruk,Pune,18.65449524,73.90770721,14500,INR,1,null,null,null,Posted 24 days ago,"It's un furnished 1bhk flat in kukreja heritage Society on vishrantwadi wadi road, spacious living room and bedroom and kitchen with modular set up, flat having allowed car parking.vaastu compliant flat, This society having all modern amenities and facilities near to like shop, school, ATM, stops"," 40,000",Unfurnished
2 BHK Apartment ,992 sq ft,Dhanori,Pune,18.59800339,73.90225983,23000,INR,2,null,null,null,Posted 24 days ago,"A spacious 2 bhk multistorey apartment is available for rental in Shreyas Shelters Palladium Grand, Dhanori, Pune. It has area of 992 sqft and is available at a rent of Rs. 23,000. It is an unfurnished property. It is on the 5th floor of the building (total number of floors are 10). It is facing east direction. It is made in way to provide a comfortable living. It is well connected to the city areas. "," 60,000",Unfurnished
1 BHK Apartment ,612 sq ft,Dhanori,Pune,18.59542084,73.90149689,14500,INR,1,1,null,null,Posted 24 days ago,"A 1 bhk property is available for rental in Lotus, Dhanori, Pune. It has an area of 612 sqft . The property is available at a monthly rental of Rs. 14,500 . It is an unfurnished property. It is on the 5th floor of the building (total number of floors are 8). Its main door is facing east direction. It has 1 bathroom and 1 balcony. It is situated in the proximity of all the important facilities. Contact us for more details. "," 35,000",Unfurnished
1 BHK Apartment ,525 sq ft,Dhanori,Pune,18.58590889,73.89323425,15000,INR,1,1,null,null,Posted 24 days ago,"It's un furnished 1bhk flat in 29 gold Coast Society on vishrantwadi wadi road, spacious living room and bedroom and kitchen with modular set up, flat having allowed car parking.vaastu compliant flat, This society having all modern amenities and facilities near to like shop, school, ATM, stops"," 40,000",Unfurnished
1 BHK Apartment ,702 sq ft,Gahunje,Pune,18.66266441,73.7066803,25900,INR,1,null,Negotiable,null,Posted 18 days ago,"A 1 bhk property is available for rental in Lodha Group Belmondo, Gahunje, Pune. It has area of 702 sqft and is available at a rent of Rs. 25,900. The house is furnished. Furnishings include 2 wardrobe, 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 wifi, 1 microwave, 1 gas connection, 2 ac, 1 bed and 1 modular kitchen. Itâs on 19th floor out of 22 floors building. It has rain water harvesting as well as maintenance_staff. The project also has car parking, 24 x 7 security, cafeteria, swimming pool, intercom, golf course, multipurpose room and gymnasium. Its main door is facing south direction. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. "," 75,000",Furnished
1 BHK Apartment ,702 sq ft,Gahunje,Pune,18.66266441,73.7066803,25900,INR,1,null,Negotiable,null,Posted 18 days ago,"A 1 bhk property is available for rental in Lodha Group Belmondo, Gahunje, Pune. It has area of 702 sqft and is available at a rent of Rs. 25,900. The house is furnished. Furnishings include 2 wardrobe, 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 wifi, 1 microwave, 1 gas connection, 2 ac, 1 bed and 1 modular kitchen. Itâs on 19th floor out of 22 floors building. It has rain water harvesting as well as maintenance_staff. The project also has car parking, 24 x 7 security, cafeteria, swimming pool, intercom, golf course, multipurpose room and gymnasium. Its main door is facing south direction. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. "," 75,000",Furnished
2 BHK Apartment ,"1,005 sq ft",Gahunje,Pune,18.66266441,73.7066803,32000,INR,2,null,null,null,Posted 15 days ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in Lodha Group Belmondo, one of the most prestigious projects of Gahunje. It has area of 1005 sqft and is available at a rent of Rs. 32,000. The house is semi-furnished. Itâs on 3rd floor out of 22 floors building. Its main door is facing east direction. The site is in close proximity to various civic utilities. Please contact us for more details. "," 90,000",Semi-Furnished
2 BHK Apartment ,"1,150 sq ft",Viman Nagar,Pune,18.56602287,73.9102478,35000,INR,2,1,null,null,Posted 12 days ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in Lunkad Realty Amazon, one of the most prestigious projects of Viman Nagar. It has an area of 1150 sqft . The property is available at a monthly rental of Rs. 35,000 . The house is unfurnished. It is located on the 4th floor(out of a total of 8 floor(s)). It has club house. Other amenities include 24 x 7 security, jogging track, staff quarter, power backup, lift available, maintenance staff, rain water harvesting, cctv and sports facility. The property has 2 bathrooms and 1 balcony. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. "," 1,10,000",Unfurnished
2 BHK Apartment ,757 sq ft,Ravet,Pune,18.65584183,73.73114777,22000,INR,2,2,Negotiable,null,Posted 11 days ago,"Well designed 2 bhk multistorey apartment is available at a prime location in Runal Developers Spacio. It has area of 757 sqft and is available at a rent of Rs. 22,000. Itâs on 11th floor out of 12 floors building. It has water storage. Other amenities include intercom, closed car parking, power backup, cctv, rain water harvesting, children's play area, gymnasium, 24 x 7 security and lift available. It is west facing property. It has 2 bathrooms and 2 balconies. "," 60,000",Semi-Furnished
2 BHK Apartment ,936 sq ft,Ravet,Pune,18.65385246,18.65385246,22000,INR,2,2,null,null,Posted 11 days ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in Aditya Promoters Vivaaz Project Two, one of the most prestigious projects of Ravet. It has area of 936 sqft and is available at a rent of Rs. 22,000. The house is semi-furnished. It is on the 11th floor of the building (total number of floors are 13). It is facing west direction. It has 2 bathrooms and 2 balconies. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. "," 66,000",Semi-Furnished
2 BHK Apartment ,900 sq ft,Moshi,Pune,18.68356895,73.83739471,16500,INR,2,2,null,null,Posted 14 hours ago,"Itâs a 2 bhk multistorey apartment situated in Bhandari Associates Swaraj, Moshi, Pune. It has an area of 900 sqft with a carpet area of 750 sqft . The property is available at a monthly rental of Rs. 16,500 . It has closed car parking. Other amenities include atm, power backup, jogging track, 24 x 7 security, swimming pool, hospital, school, shopping mall and gymnasium. The property has 2 bathrooms and 2 balconies. If you are interested, please contact us for more details. "," 40,000",Semi-Furnished
2 BHK Apartment ,973 sq ft,Wagholi,Pune,18.58509636,73.99692535,13000,INR,2,2,null,null,Posted a year ago,," 35,000",Semi-Furnished
3 BHK Apartment ,"1,660 sq ft",Kalyani Nagar,Pune,18.54423332,73.90419006,57000,INR,3,2,null,null,Posted 3 years ago,," 1,50,000",Unfurnished
2 BHK Apartment ,"1,010 sq ft",Vadgaon Budruk,Pune,18.47061157,73.823349,14500,INR,2,1,null,null,Posted 4 years ago,," 40,000",Semi-Furnished
1 BHK Apartment ,910 sq ft,Vadgaon Budruk,Pune,18.46989632,73.83023834,10000,INR,1,1,null,null,Posted 4 years ago,," 25,000",Unfurnished
2 BHK Apartment ,"1,090 sq ft",Wagholi,Pune,18.57373619,73.97103882,14500,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.58727837,74.00176239,16000,INR,2,2,null,null,Posted a year ago,," 50,000",Semi-Furnished
2 BHK Apartment ,"1,090 sq ft",Wagholi,Pune,18.5841217,74.02622223,16000,INR,2,2,null,null,Posted a year ago,," 50,000",Unfurnished
2 BHK Apartment ,908 sq ft,Wagholi,Pune,18.58410645,74.00319672,17500,INR,2,2,null,null,Posted a year ago,," 50,000",Semi-Furnished
2 BHK Apartment ,"1,080 sq ft",Wagholi,Pune,18.57373619,73.97103882,14500,INR,2,2,null,null,Posted a year ago,," 40,000",Unfurnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.58727837,74.00176239,12500,INR,2,2,null,null,Posted a year ago,," 36,000",Semi-Furnished
2 BHK Apartment ,980 sq ft,Wagholi,Pune,18.58424377,74.003685,13000,INR,2,2,null,null,Posted a year ago,," 39,000",Semi-Furnished
2 BHK Apartment ,"1,087 sq ft",Wagholi,Pune,18.57494926,74.00061035,15000,INR,2,2,null,null,Posted a year ago,," 30,000",Unfurnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.57411385,73.97853088,20000,INR,2,2,null,null,Posted a year ago,," 50,000",Furnished
2 BHK Apartment ,"1,080 sq ft",Wagholi,Pune,18.58727837,74.00176239,12500,INR,2,2,null,null,Posted a year ago,," 30,000",Unfurnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.58727837,74.00176239,15500,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,990 sq ft,Wagholi,Pune,18.58773422,73.98551178,13000,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.58896446,73.98583984,12000,INR,2,2,null,null,Posted a year ago,," 30,000",Unfurnished
2 BHK Apartment ,998 sq ft,Wagholi,Pune,18.58773422,73.98551178,13000,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,990 sq ft,Wagholi,Pune,18.59073067,74.00737,12000,INR,2,2,null,null,Posted a year ago,," 30,000",Semi-Furnished
2 BHK Apartment ,"1,090 sq ft",Wagholi,Pune,18.58279419,73.97045135,21000,INR,2,2,null,null,Posted a year ago,," 50,000",Unfurnished
2 BHK Apartment ,990 sq ft,Wagholi,Pune,18.58697319,74.00184631,12000,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,980 sq ft,Wagholi,Pune,18.58126259,73.98873901,12500,INR,2,2,null,null,Posted a year ago,," 30,000",Unfurnished
2 BHK Apartment ,"1,045 sq ft",Wagholi,Pune,18.5841217,74.02622223,13000,INR,2,2,null,null,Posted a year ago,," 44,000",Unfurnished
2 BHK Apartment ,"1,080 sq ft",Wagholi,Pune,18.58864784,73.98957062,16000,INR,2,2,null,null,Posted a year ago,," 32,000",Furnished
2 BHK Apartment ,"1,080 sq ft",Wagholi,Pune,18.58438492,73.99645233,14500,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,997 sq ft,Wagholi,Pune,18.58896446,73.98583984,12500,INR,2,2,null,null,Posted a year ago,," 30,000",Semi-Furnished
3 BHK Apartment ,990 sq ft,Wagholi,Pune,18.59365273,74.00461578,18500,INR,2,2,null,null,Posted a year ago,," 60,000",Semi-Furnished
2 BHK Apartment ,"1,030 sq ft",Wagholi,Pune,18.57670975,73.99583435,18000,INR,2,2,null,null,Posted a year ago,," 54,000",Semi-Furnished
2 BHK Apartment ,"1,021 sq ft",Wagholi,Pune,18.58727837,74.00176239,16000,INR,2,2,null,null,Posted a year ago,," 50,000",Unfurnished
2 BHK Apartment ,985 sq ft,Wagholi,Pune,18.58697319,74.00184631,12000,INR,2,2,null,null,Posted a year ago,," 30,000",Semi-Furnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.57443619,73.98206329,12500,INR,2,2,null,null,Posted a year ago,," 25,000",Unfurnished
2 BHK Apartment ,988 sq ft,Wagholi,Pune,18.58604813,73.98841095,12500,INR,2,2,null,null,Posted a year ago,," 25,000",Unfurnished
3 BHK Apartment ,"1,680 sq ft",Wagholi,Pune,18.57997322,73.9730072,16000,INR,2,2,null,null,Posted a year ago,," 45,000",Semi-Furnished
2 BHK Apartment ,980 sq ft,Wagholi,Pune,18.58509636,73.99692535,13000,INR,2,2,null,null,Posted a year ago,," 40,000",Furnished
2 BHK Apartment ,998 sq ft,Wagholi,Pune,18.5717144,73.97583771,13000,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.57386971,73.978302,14000,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,980 sq ft,Wagholi,Pune,18.5781498,74.00430298,15000,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.57443619,73.98206329,14000,INR,2,2,null,null,Posted a year ago,," 40,000",Unfurnished
2 BHK Apartment ,954 sq ft,Wagholi,Pune,18.59073067,74.00737,12500,INR,2,2,null,null,Posted a year ago,," 30,000",Semi-Furnished
2 BHK Apartment ,934 sq ft,Wagholi,Pune,18.57419014,73.99902344,12500,INR,2,2,null,null,Posted a year ago,," 30,000",Unfurnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.58679199,73.99843597,17000,INR,2,2,null,null,Posted a year ago,," 35,000",Unfurnished
2 BHK Apartment ,960 sq ft,Wagholi,Pune,18.58333015,73.98332977,16000,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.5781498,74.00430298,15000,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,990 sq ft,Wagholi,Pune,18.5841217,74.02622223,12000,INR,2,2,null,null,Posted a year ago,," 35,000",Unfurnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.58604813,73.98841095,12500,INR,2,2,null,null,Posted a year ago,," 25,000",Unfurnished
2 BHK Apartment ,951 sq ft,Wagholi,Pune,18.58410645,74.00319672,18000,INR,2,2,null,null,Posted a year ago,," 30,000",Unfurnished
2 BHK Apartment ,951 sq ft,Wagholi,Pune,18.57373619,73.97103882,14500,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,985 sq ft,Wagholi,Pune,18.57564735,73.98487854,12000,INR,2,2,null,null,Posted a year ago,," 30,000",Unfurnished
2 BHK Apartment ,985 sq ft,Wagholi,Pune,18.5841217,74.02622223,16500,INR,2,2,null,null,Posted a year ago,," 60,000",Unfurnished
3 BHK Apartment ,"1,645 sq ft",Wagholi,Pune,18.58410645,74.00319672,18000,INR,2,2,null,null,Posted a year ago,," 50,000",Unfurnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.58727837,74.00176239,13500,INR,2,2,null,null,Posted a year ago,," 40,000",Unfurnished
2 BHK Apartment ,980 sq ft,Khandve Nagar,Pune,18.57562256,73.95863342,17000,INR,2,2,null,null,Posted a year ago,," 50,000",Unfurnished
2 BHK Apartment ,980 sq ft,Wagholi,Pune,18.57494926,74.00061035,12000,INR,2,2,null,null,Posted a year ago,," 40,000",Semi-Furnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.57411385,73.97853088,13000,INR,2,2,null,null,Posted a year ago,," 30,000",Unfurnished
2 BHK Apartment ,990 sq ft,Wagholi,Pune,18.57318115,73.97950745,12800,INR,2,2,null,null,Posted a year ago,," 35,000",Unfurnished
2 BHK Apartment ,987 sq ft,Wagholi,Pune,18.57411385,73.97853088,13000,INR,2,2,null,null,Posted a year ago,," 30,000",Unfurnished
1 BHK Apartment ,618 sq ft,Wagholi,Pune,18.58149719,73.97528839,8500,INR,1,null,null,null,Posted 3 years ago,," 20,000",Unfurnished
2 BHK Apartment ,980 sq ft,Wagholi,Pune,18.57175446,73.97624207,16000,INR,2,2,null,null,Posted a year ago,," 50,000",Furnished
