house_type,house_size,location,city,latitude,longitude,price,currency,numBathrooms,numBalconies,isNegotiable,priceSqFt,verificationDate,description,SecurityDeposit,Status
1 BHK Apartment ,650 sq ft,Bandra West,Mumbai,19.05635643,72.8288269,65000,INR,1,null,null,null,Posted 2 years ago,Well designed 1 bhk multistorey apartment is available at a prime location in Bandra West. It is a furnished property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Kindly call us for details. ,No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Khar,Mumbai,19.06919479,72.83856964,75000,INR,2,null,null,null,Posted 2 years ago,"Itâs a 2 bhk multistorey apartment situated in Kamala Group Rishikesh, Khar. It has an area of 1000 sqft with a carpet area of 750 sqft . The property is available at a monthly rental of Rs. 75,000 . The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment ,"1,400 sq ft",Khar West,Mumbai,19.07024956,72.8334198,130000,INR,3,null,null,null,Posted 2 years ago,"A spacious 3 bhk multistorey apartment is available for rental in Khar West, Mumbai. It has a built-up area of 1400 sqft and is available for rent at Rs. 1.30 lac per month . It is a semi-furnished property. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. ",No Deposit,Semi-Furnished
3 BHK Apartment ,"1,500 sq ft",Jogeshwari West,Mumbai,19.14194489,72.84437561,98000,INR,3,null,null,null,Posted 3 days ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in Lodha Group Bel Air, one of the most prestigious projects of Jogeshwari West. It has area of 1500 sqft and is available at a rent of Rs. 98,000. It is an unfurnished property. It has community hall as well as children's play area. The project also has sports facility, power backup, club house, cctv, gymnasium, lift(s), intercom and gated community. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Please contact us for more details. ",No Deposit,Unfurnished
2 BHK Apartment ,"1,035 sq ft",Powai,Mumbai,19.10912132,72.89803314,48000,INR,2,null,null,null,Posted 2 years ago,"Itâs a 2 bhk multistorey apartment situated in Nahar Group Water Lily And White Lily, Powai. It has area of 1035 sqft and is available at a rent of Rs. 48,000. It has gymnasium. Other amenities include swimming pool, power backup, intercom, club house, children's play area, lift available and community hall. It is east facing property. It is made in way to provide a comfortable living. Please contact for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment ,980 sq ft,Powai,Mumbai,19.11438179,72.89945221,43000,INR,2,null,null,null,Posted 3 years ago,"It has children's play area. Other amenities include gymnasium, club house, lift available, power backup and swimming pool. It is facing east direction. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Please contact us for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment ,600 sq ft,Powai,Mumbai,19.11624336,72.90740967,31000,INR,1,null,null,null,Posted 2 years ago,"It has area of 600 sqft and is available at a rent of Rs. 31,000. The house is semi-furnished. Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ",No Deposit,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Powai,Mumbai,19.11632729,72.91363525,68000,INR,2,null,null,null,Posted 2 years ago,"Residential apartment for Rent .Located on 13th floor out of the 18 located in powai. It is a semifurnished property.The property has 2 bedrooms with 2 bathrooms. More About This Property Here is an excellent 2 BHK Apartment available for rent in Mumbai. Surrounded by natural greens and equipped with numerous amenities, this rented 2 BHK house offers a comfortable lifestyle for families. It is a spacious property nestled in Powai that enjoys good connectivity to major landmarks of the city. The Apartment is on the 11 floor. There is a total of 19 floors. The Apartment is designed as per modern construction standards. It has 2 bedrooms and 2 bathroom. It is East facing. The 2 BHK unit is thoughtfully designed to meet the space needs of a modern family and allows ample sunlight and fresh air. There are 1 balcony in this unit where residents can spend a relaxed evening and enjoy excellent views of the surroundings. This Apartment has 1200 Square feet of built-up area. It has a carpet area of 777 Square feet. Project Highlights It is a part of the project Hiranandani Castle Rock C And D Wing in Powai. Several lifestyle amenities have been provided for the residents of this Apartment to ensure a sophisticated living. They include Gym, Garden, Sports Facility, Swimming Pool, Intercom, Clubhouse, Community Hall. Recreational amenities like gym are also available to let you focus on health and fitness. There is a state-of-the-art lift facility. A power backup facility has been provided within this property. Equipped with cctv facility, the property guarantees a secure environment for families. The locality Powai provides comfortable social infrastructure. Residents have easy access to various healthcare centres like Dr.L.H.Hiranandani Hospital, IIT Bombay Hospital, and Dr Ishwaree Deshmukh (Asha Advance Multispeciality Physiotherapy Rehabilitation and Wellness Clinic). There are several schools nearby like Phonics eStore, Anagha Hindlekar, and InOpen Technologies Pvt. Ltd.",No Deposit,Semi-Furnished
2 BHK Apartment ,"1,200 sq ft",Koper Khairane,Mumbai,19.11006165,73.00054169,28000,INR,2,null,null,null,Posted 3 years ago,"It has area of 1200 sqft and is available at a rent of Rs. 28,000. The house is semi-furnished. Its main door is facing east direction. This residential property is ready-to-move-in. It is well connected to the city areas. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment ,"1,500 sq ft",Powai,Mumbai,19.12211418,72.90531921,52000,INR,2,null,null,null,Posted 3 years ago,"Itâs a 3 bhk multistorey apartment situated in Powai. It has a built-up area of 1500 sqft and is available for rent at Rs. 52,000 per month . It is an unfurnished property. It is a ready-to-move-in property. Kindly call us for details. ",No Deposit,Unfurnished
2 BHK Apartment ,"1,100 sq ft",Powai,Mumbai,19.11636162,72.89040375,55000,INR,2,null,null,null,Posted a year ago,"Itâs a 2 bhk multistorey apartment situated in Vasu Kamal, Powai. It has a built-up area of 1100 sqft and is available for rent at Rs. 55,000 per month . It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is east facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",No Deposit,Furnished
3 BHK Apartment ,"1,250 sq ft",Chembur,Mumbai,19.06277466,72.89228821,74000,INR,3,null,null,null,Posted a year ago,"A spacious 3 bhk multistorey apartment is available for rental in Chembur, Mumbai. It has area of 1250 sqft and is available at a rent of Rs. 74,000. It is an unfurnished property. It is facing southwest direction. It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living. If you are interested, please contact us for more details. ",No Deposit,Unfurnished
2 BHK Apartment ,"1,000 sq ft",Chembur,Mumbai,19.04731178,72.89689636,45000,INR,2,null,null,null,Posted 2 years ago,"this flat available 2bhk rent full furnished flat location chembur east near chembur station  More About This Property Are you looking for an affordable Apartment for rent in Mumbai?. Here is a spacious 2 BHK Apartment in Chembur, promising a comfortable lifestyle. The Apartment is Furnished. Built on floor 2 out of a total 3 floors, it is an ideal home providing beautiful views of the city?s skyline. This property is designed to suit your space needs and has 2 bedrooms and 2 bathroom. It also includes 0 balcony. This rented Apartment is East facing and compliant with vaastu Shastra principles. Nestled inside a gated society, this 2 BHK Apartment is a perfect accommodation for families seeking a contemporary lifestyle. The built-up area of the residential property is 1000 Square feet. The carpet area of this modern rented Apartment is 750 Square feet. The property is equipped with power backup facility. Project Highlights The developer is known for delivering quality projects in Mumbai. There are attractive amenities available for the residents of this Apartment that fulfil all the needs of a modern-day lifestyle. There are various new-age facilities such as Community Hall. Latest safety features like cctv facility have been included in this property to ensure a secure environment for the residents",No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Deonar,Mumbai,19.05086327,72.91537476,50000,INR,2,null,null,null,Posted 2 years ago,"this flat available for rent 2.5 bhk satyam spring deonar fully-furnished flat  More About This Property Check this beautiful 2 BHK Apartment available for rent in Mumbai. Nestled at a prime location in Govandi, it is an ideal home for those looking for a modern lifestyle. The Apartment is Furnished, available for affordable rent. This 2 BHK unit is inside a gated society equipped with various amenities and ample greenery. The Apartment is thoughtfully designed to ensure a comfortable living. It includes 2 bedrooms and 2 bathroom. Out of a total 22 floors, this 2 BHK unit is built on floor 15. It also has 0 balcony that have been spaciously designed and allow you to enjoy the magnificent views of the surroundings. The Apartment is vaastu-compliant and designed as East facing house. The carpet area of this property is 800 Square feet. The built-up area is 1000 Square feet. Project Highlights Families have access to numerous facilities such as Garden, Intercom, Clubhouse, Community Hall in this property. A cctv facility is a part of the latest safety system in this property, providing a secure environment for residents. The property includes a lift facility. There is also a power backup facility. The Govandi where the property is situated is well-developed and well-connected to the rest of the city. Several healthcare centres are in the vicinity of this Apartment. They include Apollo Spectra Hospitals, Surana Sethia Hospital, and Mumbai Eye Care - Multi Speciality Hospital. There are educational institutions like Kangaroo Kids Pre School, Anchorage Building, and Badmintion Court Iips nearby",No Deposit,Furnished
2 BHK Apartment ,750 sq ft,Chembur,Mumbai,19.0631752,72.89102936,43000,INR,2,null,null,null,Posted 2 years ago,"Itâs a 2 bhk multistorey apartment situated in Veena Developers Senterio, Chembur. It has an area of 750 sqft with a carpet area of 560 sqft . The property is available at a monthly rental of Rs. 43,000 . The house is semi-furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Contact us for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment ,750 sq ft,Chembur,Mumbai,19.06815338,72.89574432,45000,INR,2,null,null,null,Posted a year ago,"Itâs a 2 bhk multistorey apartment situated in Chembur, Mumbai. It has an area of 750 sqft with a carpet area of 650 sqft . The property is available at a monthly rental of Rs. 45,000 . The house is unfurnished. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. If you are interested, please contact us for more details. ",No Deposit,Unfurnished
2 BHK Apartment ,850 sq ft,Chembur,Mumbai,19.06293297,72.89239502,70000,INR,2,null,null,null,Posted a year ago,"It has an area of 850 sqft with a carpet area of 747 sqft . The property is available at a monthly rental of Rs. 70,000 . The house is furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Kindly call us for details. ",No Deposit,Furnished
2 BHK Apartment ,800 sq ft,Chembur,Mumbai,19.04731178,72.89689636,45000,INR,2,null,null,null,Posted 3 years ago,"A 2 bhk property is available for rent in Chembur, Mumbai. It has an area of 800 sqft with a carpet area of 600 sqft . The property is available at a monthly rental of Rs. 45,000 . The house is semi-furnished. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Kindly call us for details. ",No Deposit,Semi-Furnished
3 BHK Apartment ,"1,100 sq ft",Seawoods,Mumbai,19.01182938,73.01818848,37000,INR,2,null,null,null,Posted 3 years ago,"A 3 bhk property is available for rent in Seawoods, Mumbai. The house is semi-furnished. It is northeast facing property. This residential property is ready-to-move-in. Kindly call us for details. ",No Deposit,Semi-Furnished
3 BHK Apartment ,"1,585 sq ft",Ulwe,Mumbai,18.97845078,73.04993439,22000,INR,2,null,null,null,Posted 3 years ago,"A spacious 3 bhk multistorey apartment is available for rental in Ulwe, Mumbai. It has an area of 1585 sqft with a carpet area of 1030 sqft . The property is available at a monthly rental of Rs. 22,000 . The house is unfurnished. It is facing northeast direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. ",No Deposit,Unfurnished
3 BHK Apartment ,"1,800 sq ft",Seawoods,Mumbai,19.01182938,73.01818848,75000,INR,3,null,null,null,Posted 3 years ago,"Well designed 3 bhk multistorey apartment is available at a prime location in Seawoods. It has an area of 1800 sqft with a carpet area of 1170 sqft . The property is available at a monthly rental of Rs. 75,000 . The house is unfurnished. It is facing northeast direction. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Please contact for more details. ",No Deposit,Unfurnished
3 BHK Apartment ,"1,500 sq ft",Belapur,Mumbai,19.00832939,73.0334549,42000,INR,3,null,null,null,Posted 3 years ago,"It has a built-up area of 1500 sqft and is available for rent at Rs. 42,000 per month . It has lift available. Other amenities include power backup and club house. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. ",No Deposit,Unfurnished
3 BHK Apartment ,"1,500 sq ft",Belapur,Mumbai,19.00832939,73.0334549,42000,INR,3,null,null,null,Posted 3 years ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in the heart of Belapur. It has area of 1500 sqft and is available at a rent of Rs. 42,000. It is an unfurnished property. It has club house. Other amenities include lift available and power backup. It is northeast facing property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ",No Deposit,Unfurnished
3 BHK Apartment ,"1,900 sq ft",Belapur,Mumbai,19.00832939,73.0334549,55000,INR,3,null,null,null,Posted 2 years ago,"Well designed 3 bhk multistorey apartment is available at a prime location in Belapur. It has an area of 1900 sqft with a carpet area of 1235 sqft . The property is available at a monthly rental of Rs. 55,000 . The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
4 BHK Apartment ,"3,750 sq ft",Bandra West,Mumbai,19.06158829,72.82735443,700000,INR,4,null,null,null,Posted a month ago,Well designed 4 bhk multistorey apartment is available at a prime location in Bandra West. It has area of 3750 sqft and is available at a rent of Rs. 7.00 lac. It is a semi-furnished property. It is south facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Contact us for more details. ,No Deposit,Semi-Furnished
1 BHK Apartment ,700 sq ft,Bandra West,Mumbai,19.06161118,72.82736206,75000,INR,1,null,null,null,Posted a month ago,"A spacious 1 bhk multistorey apartment is available for rental in Bandra West, Mumbai. It has area of 700 sqft and is available at a rent of Rs. 75,000. It is a semi-furnished property. It is south facing property. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
4 BHK Apartment ,"2,700 sq ft",Bandra West,Mumbai,19.06161308,72.82736206,1000000,INR,4,null,null,null,Posted a month ago,It has area of 2700 sqft and is available at a rent of Rs. 10.00 lac. The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. ,No Deposit,Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Powai,Mumbai,19.11356544,72.90399933,52000,INR,2,null,null,null,Posted a year ago,"It has a built-up area of 1000 sqft and is available for rent at Rs. 52,000 per month . It has intercom as well as swimming pool. The project also has sports facility, power backup, gymnasium and lift available. It is east facing property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ",No Deposit,Furnished
1 BHK Apartment ,550 sq ft,Kandivali West,Mumbai,19.21733093,72.82610321,22000,INR,2,null,null,null,Posted a month ago,It is an unfurnished property. It is facing north direction. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact for more details. ,No Deposit,Unfurnished
3 BHK Apartment ,"1,200 sq ft",Kalyan West,Mumbai,19.25731087,73.12992096,31000,INR,3,null,null,null,Posted a year ago,"Itâs a 3 bhk multistorey apartment situated in Kalyan West. It has an area of 1200 sqft with a carpet area of 920 sqft . The property is available at a monthly rental of Rs. 31,000 . It is a semi-furnished property. Furnishings include 1 sofa, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. ",No Deposit,Semi-Furnished
1 BHK Apartment ,650 sq ft,Kalyan West,Mumbai,19.25731087,73.12992096,11000,INR,1,null,null,null,Posted a year ago,"Itâs a 1 bhk multistorey apartment situated in Kalyan West. The house is semi-furnished. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",No Deposit,Semi-Furnished
3 BHK Apartment ,"1,200 sq ft",Kalyan West,Mumbai,19.25731087,73.12992096,34000,INR,3,null,null,null,Posted a year ago,"Itâs a 3 bhk multistorey apartment situated in Kalyan West, Mumbai. It has area of 1200 sqft and is available at a rent of Rs. 34,000. The house is furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Please contact for more details. ",No Deposit,Furnished
1 BHK Apartment ,650 sq ft,Kalyan West,Mumbai,19.25731087,73.12992096,12000,INR,1,null,null,null,Posted 2 years ago,"A spacious 1 bhk multistorey apartment is available for rental in Kalyan West, Mumbai. It has a built-up area of 650 sqft and is available for rent at Rs. 12,000 per month . The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact for more details. ",No Deposit,Semi-Furnished
1 BHK Apartment ,610 sq ft,Kalyan West,Mumbai,19.24974251,73.15293121,15000,INR,2,null,null,null,Posted a year ago,"It has area of 610 sqft and is available at a rent of Rs. 15,000. It is a furnished property. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. Please contact for more details. ",No Deposit,Furnished
2 BHK Apartment ,950 sq ft,Kalyan West,Mumbai,19.25731087,73.12992096,16000,INR,3,null,null,null,Posted 2 years ago,"Itâs a 2 bhk multistorey apartment situated in Kalyan West, Mumbai. It is an unfurnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",No Deposit,Unfurnished
3 BHK Apartment ,"1,528 sq ft",Chembur,Mumbai,19.06196213,72.89355469,70000,INR,3,null,null,null,Posted a year ago,"A 3 bhk property is available for rental in MM Group Spectra, Chembur, Mumbai. It has a built-up area of 1528 sqft and is available for rent at Rs. 70,000 per month . It is a semi-furnished property. It has intercom. Other amenities include power backup, gymnasium and lift available. It is east facing property. It is a 4 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Kindly call us for details. ",No Deposit,Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Powai,Mumbai,19.11756706,72.89415741,45000,INR,2,null,null,null,Posted a year ago,"Itâs a 2 bhk multistorey apartment situated in Evening Star, Powai, Mumbai. It has an area of 1000 sqft with a carpet area of 700 sqft . The property is available at a monthly rental of Rs. 45,000 . The house is unfurnished. It is east facing property. It is a 2 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Kindly call us for details. ",No Deposit,Unfurnished
3 BHK Apartment ,"1,400 sq ft",Andheri East,Mumbai,19.1157074,72.88977051,85000,INR,3,null,null,null,Posted a year ago,"Itâs a 3 bhk multistorey apartment situated in Srishti Group Mumbai Harmony III Phase 1, Andheri East. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Kindly call us for details. ",No Deposit,Semi-Furnished
1 BHK Apartment ,460 sq ft,Tardeo,Mumbai,18.97781944,72.81047821,70000,INR,1,null,null,null,Posted a year ago,"Itâs a 1 bhk multistorey apartment situated in Tardeo. It has area of 460 sqft and is available at a rent of Rs. 70,000. The house is furnished. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact us for more details. ",No Deposit,Furnished
4 BHK Apartment ,"6,000 sq ft",Khar West,Mumbai,19.06877899,72.83288574,1200000,INR,4,null,null,null,Posted a month ago,"A 4 bhk property is available for rent in Khar West, Mumbai. It has area of 6000 sqft and is available at a rent of Rs. 12.00 lac. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. It is well connected to the city areas. ",No Deposit,Semi-Furnished
2 BHK Apartment ,850 sq ft,Chembur,Mumbai,19.06815338,72.89574432,60000,INR,2,null,null,null,Posted a year ago,"This spacious 2 bhk multistorey apartment is available for rental and is located in the heart of Chembur. It has an area of 850 sqft with a carpet area of 700 sqft . The property is available at a monthly rental of Rs. 60,000 . The house is furnished. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is well connected to the city areas. ",No Deposit,Furnished
3 BHK Apartment ,"1,800 sq ft",Juhu,Mumbai,19.1110096,72.83457184,150000,INR,3,null,null,null,Posted 3 years ago,It has area of 1800 sqft and is available at a rent of Rs. 1.50 lac. It is an unfurnished property. This residential property is ready-to-move-in. It is situated in the proximity of all the important facilities. Please contact for more details. ,No Deposit,Unfurnished
2 BHK Apartment ,"1,000 sq ft",Juhu,Mumbai,19.11050224,72.82448578,75000,INR,2,null,null,null,Posted 3 years ago,"It has a built-up area of 1000 sqft and is available for rent at Rs. 75,000 per month . The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Please contact for more details. ",No Deposit,Semi-Furnished
2 BHK Apartment ,"1,000 sq ft",Juhu,Mumbai,19.1133461,72.83358002,85000,INR,2,null,null,null,Posted 3 years ago,"A 2 bhk property is available for rent in Juhu, Mumbai. It has an area of 1000 sqft with a carpet area of 840 sqft . The property is available at a monthly rental of Rs. 85,000 . It is a furnished property. It is a ready-to-move-in property. Kindly call us for details. ",No Deposit,Furnished
4 BHK Apartment ,"3,000 sq ft",Juhu,Mumbai,19.09882164,72.8320694,350000,INR,4,null,null,null,Posted 3 years ago,Itâs a 4 bhk multistorey apartment situated in Juhu. It has a built-up area of 3000 sqft and is available for rent at Rs. 3.50 lac per month . The house is semi-furnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ,No Deposit,Semi-Furnished
3 BHK Apartment ,"1,200 sq ft",Juhu,Mumbai,19.10837364,72.82898712,130000,INR,3,null,null,null,Posted 3 years ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in the heart of Juhu. It has an area of 1200 sqft with a carpet area of 900 sqft . The property is available at a monthly rental of Rs. 1.30 lac . The house is semi-furnished. It has 1 tv, 1 microwave, 1 gas connection and 1 ac. It also has 1 bed. It is a ready-to-move-in property. It is made in way to provide a comfortable living for the residents. Please contact for more details. ",No Deposit,Semi-Furnished
6 BHK Villa ,"4,500 sq ft",Juhu,Mumbai,19.11441994,72.83496094,400000,INR,6,null,null,null,Posted 3 years ago,"A 6 bhk property is available for rent in Juhu, Mumbai. It has an area of 4500 sqft with a carpet area of 3500 sqft . The property is available at a monthly rental of Rs. 4.00 lac . It has 1 refrigerator, 1 washing machine, 1 microwave and 1 dining table. It also has 1 gas connection, 1 ac and 1 bed. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment ,"1,600 sq ft",Juhu,Mumbai,19.1133461,72.83358002,125000,INR,3,null,null,null,Posted 3 years ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in the heart of Juhu. It has an area of 1600 sqft with a carpet area of 1200 sqft . The property is available at a monthly rental of Rs. 1.25 lac . The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",No Deposit,Furnished
1 BHK Apartment ,700 sq ft,Juhu,Mumbai,19.11533356,72.83634949,49000,INR,1,null,null,null,Posted 3 years ago,Itâs a 1 bhk multistorey apartment situated in Juhu. The house is furnished. It is east facing property. This residential property is ready-to-move-in. The society is well connected by different modes of transportation. Please contact for more details. ,No Deposit,Furnished
3 BHK Apartment ,"1,500 sq ft",Juhu,Mumbai,19.1133461,72.83358002,150000,INR,3,null,null,null,Posted 3 years ago,"This spacious 3 bhk multistorey apartment is available for rental and is located in the heart of Juhu. It has 1 refrigerator, 1 sofa, 1 sofa and 1 gas connection. It also has 1 ac and 1 bed. It is facing north direction. It is a ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is well connected to the city areas. Contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment ,"2,000 sq ft",Juhu,Mumbai,19.11050224,72.82448578,160000,INR,3,null,null,null,Posted 3 years ago,"It has an area of 2000 sqft with a carpet area of 1475 sqft . The property is available at a monthly rental of Rs. 1.60 lac . The house is furnished. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is north facing property. It is made in way to provide a comfortable living. ",No Deposit,Furnished
4 BHK Apartment ,"2,500 sq ft",Juhu,Mumbai,19.11704445,72.82415009,300000,INR,4,null,null,null,Posted 3 years ago,"A spacious 4 bhk multistorey apartment is available for rental in Juhu, Mumbai. Furnishings include 1 sofa, 1 sofa, 1 microwave, 1 dining table, 1 gas connection and 1 ac. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. If you are interested, please contact us for more details. ",No Deposit,Semi-Furnished
3 BHK Apartment ,"1,100 sq ft",Juhu,Mumbai,19.11704445,72.82415009,100000,INR,3,null,null,null,Posted 3 years ago,Well designed 3 bhk multistorey apartment is available at a prime location in Juhu. It has area of 1100 sqft and is available at a rent of Rs. 1.00 lac. The house is unfurnished. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. Please contact us for more details. ,No Deposit,Unfurnished
3 BHK Apartment ,"1,500 sq ft",Juhu,Mumbai,19.10464859,72.82917023,145000,INR,3,null,null,null,Posted 3 years ago,"A 3 bhk property is available for rent in Juhu, Mumbai. It has a built-up area of 1500 sqft and is available for rent at Rs. 1.45 lac per month . It is a semi-furnished property. It is east facing property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",No Deposit,Semi-Furnished
3 BHK Apartment ,"1,600 sq ft",Juhu,Mumbai,19.09882164,72.8320694,125000,INR,4,null,null,null,Posted 3 years ago,"A 3 bhk property is available for rent in Juhu, Mumbai. It has area of 1600 sqft and is available at a rent of Rs. 1.25 lac. It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 washing machine. It also has 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is facing north direction. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",No Deposit,Furnished
2 BHK Apartment ,"1,000 sq ft",Juhu,Mumbai,19.11533356,72.83634949,70000,INR,2,null,null,null,Posted 3 years ago,"Itâs a 2 bhk multistorey apartment situated in Juhu, Mumbai. It has an area of 1000 sqft with a carpet area of 750 sqft . The property is available at a monthly rental of Rs. 70,000 . Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Please contact for more details. ",No Deposit,Furnished
2 BHK Apartment ,"1,400 sq ft",Juhu,Mumbai,19.09912872,72.83280182,85000,INR,2,null,null,null,Posted 3 years ago,"A 2 bhk property is available for rent in Juhu, Mumbai. It has a built-up area of 1400 sqft and is available for rent at Rs. 85,000 per month . The house is furnished. Furnishings include 1 tv, 1 refrigerator, 1 sofa, 1 sofa, 1 washing machine, 1 dining table, 1 gas connection, 1 ac and 1 bed. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",No Deposit,Furnished
2 BHK Apartment ,"1,100 sq ft",Juhu,Mumbai,19.1009407,72.83198547,70000,INR,2,null,null,null,Posted 3 years ago,"It has a built-up area of 1100 sqft and is available for rent at Rs. 70,000 per month . It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 microwave, 1 dining table, 1 ac and 1 bed. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. ",No Deposit,Furnished
